単語,重要度,該当文章
カルピス,0.19871895227920405,なんてこった😭 カルピス軍団が完全に特定された上に、ネットリンチ探偵イグニットの掌の上で踊らされてる😭 ://./elL1qfXFIp / 
ネット,0.2775812753662612,なんてこった😭 カルピス軍団が完全に特定された上に、ネットリンチ探偵イグニットの掌の上で踊らされてる😭 ://./elL1qfXFIp / 
リンチ,0.3773237004377435,なんてこった😭 カルピス軍団が完全に特定された上に、ネットリンチ探偵イグニットの掌の上で踊らされてる😭 ://./elL1qfXFIp / 
探偵,0.3773237004377435,なんてこった😭 カルピス軍団が完全に特定された上に、ネットリンチ探偵イグニットの掌の上で踊らされてる😭 ://./elL1qfXFIp / 
為る,0.10030433303930181,なんてこった😭 カルピス軍団が完全に特定された上に、ネットリンチ探偵イグニットの掌の上で踊らされてる😭 ://./elL1qfXFIp / 
特定,0.2930068975859537,なんてこった😭 カルピス軍団が完全に特定された上に、ネットリンチ探偵イグニットの掌の上で踊らされてる😭 ://./elL1qfXFIp / 
躍らす,0.4006386137078328,なんてこった😭 カルピス軍団が完全に特定された上に、ネットリンチ探偵イグニットの掌の上で踊らされてる😭 ://./elL1qfXFIp / 
軍団,0.2887455668109138,なんてこった😭 カルピス軍団が完全に特定された上に、ネットリンチ探偵イグニットの掌の上で踊らされてる😭 ://./elL1qfXFIp / 
吊る,0.5966014196716584,86番が俺の書き込みに釣られててワロタ ://./r3h9qOzyw / 
書き込み,0.5367806741039803,86番が俺の書き込みに釣られててワロタ ://./r3h9qOzyw / 
笑う,0.5966014196716584,86番が俺の書き込みに釣られててワロタ ://./r3h9qOzyw / 
げろ,0.4768871283436961,狙って面白いこと書こうとするとゲロつまらなくなる尊師😢 ://./Wq6r5nGpYv / 
尊師,0.31928618900044425,狙って面白いこと書こうとするとゲロつまらなくなる尊師😢 ://./Wq6r5nGpYv / 
成る,0.21865968234381852,狙って面白いこと書こうとするとゲロつまらなくなる尊師😢 ://./Wq6r5nGpYv / 
書く,0.360205273024707,狙って面白いこと書こうとするとゲロつまらなくなる尊師😢 ://./Wq6r5nGpYv / 
為る,0.11939399675145984,狙って面白いこと書こうとするとゲロつまらなくなる尊師😢 ://./Wq6r5nGpYv / 
狙う,0.38200190816941915,狙って面白いこと書こうとするとゲロつまらなくなる尊師😢 ://./Wq6r5nGpYv / 
詰まる,0.4016923704192464,狙って面白いこと書こうとするとゲロつまらなくなる尊師😢 ://./Wq6r5nGpYv / 
面白い,0.41417140917472123,狙って面白いこと書こうとするとゲロつまらなくなる尊師😢 ://./Wq6r5nGpYv / 
ショウ,0.3096304063425301,【悲報】藤澤翔馬さんと大前提で別人のなる君、堀口さんの名前を使ってしまう ://./CoICIqBSfx / 
フジサワ,0.30329751345045464,【悲報】藤澤翔馬さんと大前提で別人のなる君、堀口さんの名前を使ってしまう ://./CoICIqBSfx / 
ホリグチ,0.30745939597306987,【悲報】藤澤翔馬さんと大前提で別人のなる君、堀口さんの名前を使ってしまう ://./CoICIqBSfx / 
仕舞う,0.30329751345045464,【悲報】藤澤翔馬さんと大前提で別人のなる君、堀口さんの名前を使ってしまう ://./CoICIqBSfx / 
使う,0.36154339650577083,【悲報】藤澤翔馬さんと大前提で別人のなる君、堀口さんの名前を使ってしまう ://./CoICIqBSfx / 
別人,0.33571670157744665,【悲報】藤澤翔馬さんと大前提で別人のなる君、堀口さんの名前を使ってしまう ://./CoICIqBSfx / 
前提,0.34937160410009027,【悲報】藤澤翔馬さんと大前提で別人のなる君、堀口さんの名前を使ってしまう ://./CoICIqBSfx / 
名前,0.3816349240886879,【悲報】藤澤翔馬さんと大前提で別人のなる君、堀口さんの名前を使ってしまう ://./CoICIqBSfx / 
悲報,0.23926335245390076,【悲報】藤澤翔馬さんと大前提で別人のなる君、堀口さんの名前を使ってしまう ://./CoICIqBSfx / 
成る,0.23926335245390076,【悲報】藤澤翔馬さんと大前提で別人のなる君、堀口さんの名前を使ってしまう ://./CoICIqBSfx / 
カタクラ,0.3997239334239037,片倉真二先生、誹謗中傷の件で警察に呼び出される　2 ://./b9aKZUREDr / 
シンジ,0.3997239334239037,片倉真二先生、誹謗中傷の件で警察に呼び出される　2 ://./b9aKZUREDr / 
中傷,0.33662764780425153,片倉真二先生、誹謗中傷の件で警察に呼び出される　2 ://./b9aKZUREDr / 
先生,0.33049799033291083,片倉真二先生、誹謗中傷の件で警察に呼び出される　2 ://./b9aKZUREDr / 
呼び出す,0.48435589848275207,片倉真二先生、誹謗中傷の件で警察に呼び出される　2 ://./b9aKZUREDr / 
誹謗,0.34323540739479264,片倉真二先生、誹謗中傷の件で警察に呼び出される　2 ://./b9aKZUREDr / 
警察,0.3247818928626192,片倉真二先生、誹謗中傷の件で警察に呼び出される　2 ://./b9aKZUREDr / 
age,0.21189210718729848,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
christmas,0.19956117868301051,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
eve,0.19956117868301051,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
icon,0.19956117868301051,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
space,0.13273959865257906,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
trans,0.21189210718729848,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
おっぱい,0.1840260460196683,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
アイコン,0.19956117868301051,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
イブ,0.19956117868301051,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
エージ,0.21189210718729848,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
カタクラ,0.14342624500637566,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
クリスマス,0.19956117868301051,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
シンジ,0.14342624500637566,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
スペース,0.13273959865257906,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
トランス,0.21189210718729848,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
事実,0.1549672119102754,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
付く,0.19956117868301051,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
先生,0.11858705914747755,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
全裸,0.19956117868301051,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
取る,0.15271345421830274,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
塗る,0.19956117868301051,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
居る,0.09143660303545682,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
帯状,0.1908122456763707,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
成る,0.0971556120830022,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
指摘,0.1737933157292305,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
本当,0.15271345421830274,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
無視,0.1840260460196683,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
疱疹,0.1908122456763707,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
腫れ上がる,0.21189210718729848,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
軟膏,0.19956117868301051,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
避難,0.16615038866779477,片倉真二先生の5/19のスペース ・クリスマスイブに全裸になって帯状疱疹で腫れ上がったおっぱいに軟膏塗ったのは事実 ・避難所のアイコンも自撮り（FaceApp指摘は無視） ・27歳は「トランスエイジ」だから本当 ・ひとつも嘘を付いていない ://./62o763Qf8g / 
follower,0.5812314313120099,ほーん… 298 名無しさん＠お腹いっぱい。 sage 2023/06/04(日) 08:22:59.24 ID:l3ZGDB2 ちなみに堀口さんは1日でフォロワーが3000人ほど増えたことがある たぶん暇アノンによるフォロワーの送り付けでしょうね ・フォロワー購入疑惑 2023年4月9日にフォロワーが急遽3000人増加 ://./mwH0wd2W7A / 
non,0.10805853119367921,ほーん… 298 名無しさん＠お腹いっぱい。 sage 2023/06/04(日) 08:22:59.24 ID:l3ZGDB2 ちなみに堀口さんは1日でフォロワーが3000人ほど増えたことがある たぶん暇アノンによるフォロワーの送り付けでしょうね ・フォロワー購入疑惑 2023年4月9日にフォロワーが急遽3000人増加 ://./mwH0wd2W7A / 
ノン,0.10805853119367921,ほーん… 298 名無しさん＠お腹いっぱい。 sage 2023/06/04(日) 08:22:59.24 ID:l3ZGDB2 ちなみに堀口さんは1日でフォロワーが3000人ほど増えたことがある たぶん暇アノンによるフォロワーの送り付けでしょうね ・フォロワー購入疑惑 2023年4月9日にフォロワーが急遽3000人増加 ://./mwH0wd2W7A / 
フォロワー,0.5812314313120099,ほーん… 298 名無しさん＠お腹いっぱい。 sage 2023/06/04(日) 08:22:59.24 ID:l3ZGDB2 ちなみに堀口さんは1日でフォロワーが3000人ほど増えたことがある たぶん暇アノンによるフォロワーの送り付けでしょうね ・フォロワー購入疑惑 2023年4月9日にフォロワーが急遽3000人増加 ://./mwH0wd2W7A / 
ホリグチ,0.11706545543393736,ほーん… 298 名無しさん＠お腹いっぱい。 sage 2023/06/04(日) 08:22:59.24 ID:l3ZGDB2 ちなみに堀口さんは1日でフォロワーが3000人ほど増えたことがある たぶん暇アノンによるフォロワーの送り付けでしょうね ・フォロワー購入疑惑 2023年4月9日にフォロワーが急遽3000人増加 ://./mwH0wd2W7A / 
一杯,0.14122716629176202,ほーん… 298 名無しさん＠お腹いっぱい。 sage 2023/06/04(日) 08:22:59.24 ID:l3ZGDB2 ちなみに堀口さんは1日でフォロワーが3000人ほど増えたことがある たぶん暇アノンによるフォロワーの送り付けでしょうね ・フォロワー購入疑惑 2023年4月9日にフォロワーが急遽3000人増加 ://./mwH0wd2W7A / 
名無し,0.14319458045631211,ほーん… 298 名無しさん＠お腹いっぱい。 sage 2023/06/04(日) 08:22:59.24 ID:l3ZGDB2 ちなみに堀口さんは1日でフォロワーが3000人ほど増えたことがある たぶん暇アノンによるフォロワーの送り付けでしょうね ・フォロワー購入疑惑 2023年4月9日にフォロワーが急遽3000人増加 ://./mwH0wd2W7A / 
因み,0.15579396929839473,ほーん… 298 名無しさん＠お腹いっぱい。 sage 2023/06/04(日) 08:22:59.24 ID:l3ZGDB2 ちなみに堀口さんは1日でフォロワーが3000人ほど増えたことがある たぶん暇アノンによるフォロワーの送り付けでしょうね ・フォロワー購入疑惑 2023年4月9日にフォロワーが急遽3000人増加 ://./mwH0wd2W7A / 
因る,0.13163225844057005,ほーん… 298 名無しさん＠お腹いっぱい。 sage 2023/06/04(日) 08:22:59.24 ID:l3ZGDB2 ちなみに堀口さんは1日でフォロワーが3000人ほど増えたことがある たぶん暇アノンによるフォロワーの送り付けでしょうね ・フォロワー購入疑惑 2023年4月9日にフォロワーが急遽3000人増加 ://./mwH0wd2W7A / 
増える,0.17255540834765656,ほーん… 298 名無しさん＠お腹いっぱい。 sage 2023/06/04(日) 08:22:59.24 ID:l3ZGDB2 ちなみに堀口さんは1日でフォロワーが3000人ほど増えたことがある たぶん暇アノンによるフォロワーの送り付けでしょうね ・フォロワー購入疑惑 2023年4月9日にフォロワーが急遽3000人増加 ://./mwH0wd2W7A / 
増加,0.1986845333700313,ほーん… 298 名無しさん＠お腹いっぱい。 sage 2023/06/04(日) 08:22:59.24 ID:l3ZGDB2 ちなみに堀口さんは1日でフォロワーが3000人ほど増えたことがある たぶん暇アノンによるフォロワーの送り付けでしょうね ・フォロワー購入疑惑 2023年4月9日にフォロワーが急遽3000人増加 ://./mwH0wd2W7A / 
御腹,0.14319458045631211,ほーん… 298 名無しさん＠お腹いっぱい。 sage 2023/06/04(日) 08:22:59.24 ID:l3ZGDB2 ちなみに堀口さんは1日でフォロワーが3000人ほど増えたことがある たぶん暇アノンによるフォロワーの送り付けでしょうね ・フォロワー購入疑惑 2023年4月9日にフォロワーが急遽3000人増加 ://./mwH0wd2W7A / 
有る,0.09985493316926873,ほーん… 298 名無しさん＠お腹いっぱい。 sage 2023/06/04(日) 08:22:59.24 ID:l3ZGDB2 ちなみに堀口さんは1日でフォロワーが3000人ほど増えたことがある たぶん暇アノンによるフォロワーの送り付けでしょうね ・フォロワー購入疑惑 2023年4月9日にフォロワーが急遽3000人増加 ://./mwH0wd2W7A / 
疑惑,0.16296050049646463,ほーん… 298 名無しさん＠お腹いっぱい。 sage 2023/06/04(日) 08:22:59.24 ID:l3ZGDB2 ちなみに堀口さんは1日でフォロワーが3000人ほど増えたことがある たぶん暇アノンによるフォロワーの送り付けでしょうね ・フォロワー購入疑惑 2023年4月9日にフォロワーが急遽3000人増加 ://./mwH0wd2W7A / 
購入,0.1986845333700313,ほーん… 298 名無しさん＠お腹いっぱい。 sage 2023/06/04(日) 08:22:59.24 ID:l3ZGDB2 ちなみに堀口さんは1日でフォロワーが3000人ほど増えたことがある たぶん暇アノンによるフォロワーの送り付けでしょうね ・フォロワー購入疑惑 2023年4月9日にフォロワーが急遽3000人増加 ://./mwH0wd2W7A / 
送り付ける,0.1986845333700313,ほーん… 298 名無しさん＠お腹いっぱい。 sage 2023/06/04(日) 08:22:59.24 ID:l3ZGDB2 ちなみに堀口さんは1日でフォロワーが3000人ほど増えたことがある たぶん暇アノンによるフォロワーの送り付けでしょうね ・フォロワー購入疑惑 2023年4月9日にフォロワーが急遽3000人増加 ://./mwH0wd2W7A / 
follower,0.551330478595136,藤澤翔馬さんのフォロワー2って誰やろな ://./6CAIq3B6gI / 
ショウ,0.4473088528888479,藤澤翔馬さんのフォロワー2って誰やろな ://./6CAIq3B6gI / 
フォロワー,0.551330478595136,藤澤翔馬さんのフォロワー2って誰やろな ://./6CAIq3B6gI / 
フジサワ,0.4381600128621729,藤澤翔馬さんのフォロワー2って誰やろな ://./6CAIq3B6gI / 
ニトウ,0.15072583051108593,仁藤「女の子に少しでも不利益になるなら全額返金して降ります。都に個人情報提出と女の子の不利益になるのでこれからは補助金は受け取りません」 暇空「じゃあ個人情報提出しろォ！全額返金しろォ！ンダァオ！ンダァオ！」 ://./h9hNs8df9q / 
下りる,0.18103493248462227,仁藤「女の子に少しでも不利益になるなら全額返金して降ります。都に個人情報提出と女の子の不利益になるのでこれからは補助金は受け取りません」 暇空「じゃあ個人情報提出しろォ！全額返金しろォ！ンダァオ！ンダァオ！」 ://./h9hNs8df9q / 
個人,0.3079505834815045,仁藤「女の子に少しでも不利益になるなら全額返金して降ります。都に個人情報提出と女の子の不利益になるのでこれからは補助金は受け取りません」 暇空「じゃあ個人情報提出しろォ！全額返金しろォ！ンダァオ！ンダァオ！」 ://./h9hNs8df9q / 
全額,0.36206986496924454,仁藤「女の子に少しでも不利益になるなら全額返金して降ります。都に個人情報提出と女の子の不利益になるのでこれからは補助金は受け取りません」 暇空「じゃあ個人情報提出しろォ！全額返金しろォ！ンダァオ！ンダァオ！」 ://./h9hNs8df9q / 
利益,0.36206986496924454,仁藤「女の子に少しでも不利益になるなら全額返金して降ります。都に個人情報提出と女の子の不利益になるのでこれからは補助金は受け取りません」 暇空「じゃあ個人情報提出しろォ！全額返金しろォ！ンダァオ！ンダァオ！」 ://./h9hNs8df9q / 
受け取る,0.19222112021902316,仁藤「女の子に少しでも不利益になるなら全額返金して降ります。都に個人情報提出と女の子の不利益になるのでこれからは補助金は受け取りません」 暇空「じゃあ個人情報提出しろォ！全額返金しろォ！ンダァオ！ンダァオ！」 ://./h9hNs8df9q / 
女の子,0.3461964119597754,仁藤「女の子に少しでも不利益になるなら全額返金して降ります。都に個人情報提出と女の子の不利益になるのでこれからは補助金は受け取りません」 暇空「じゃあ個人情報提出しろォ！全額返金しろォ！ンダァオ！ンダァオ！」 ://./h9hNs8df9q / 
情報,0.30145166102217186,仁藤「女の子に少しでも不利益になるなら全額返金して降ります。都に個人情報提出と女の子の不利益になるのでこれからは補助金は受け取りません」 暇空「じゃあ個人情報提出しろォ！全額返金しろォ！ンダァオ！ンダァオ！」 ://./h9hNs8df9q / 
成る,0.1762723570788956,仁藤「女の子に少しでも不利益になるなら全額返金して降ります。都に個人情報提出と女の子の不利益になるのでこれからは補助金は受け取りません」 暇空「じゃあ個人情報提出しろォ！全額返金しろォ！ンダァオ！ンダァオ！」 ://./h9hNs8df9q / 
提出,0.3461964119597754,仁藤「女の子に少しでも不利益になるなら全額返金して降ります。都に個人情報提出と女の子の不利益になるのでこれからは補助金は受け取りません」 暇空「じゃあ個人情報提出しろォ！全額返金しろォ！ンダァオ！ンダァオ！」 ://./h9hNs8df9q / 
為る,0.14437408627090317,仁藤「女の子に少しでも不利益になるなら全額返金して降ります。都に個人情報提出と女の子の不利益になるのでこれからは補助金は受け取りません」 暇空「じゃあ個人情報提出しろォ！全額返金しろォ！ンダァオ！ンダァオ！」 ://./h9hNs8df9q / 
補助,0.19222112021902316,仁藤「女の子に少しでも不利益になるなら全額返金して降ります。都に個人情報提出と女の子の不利益になるのでこれからは補助金は受け取りません」 暇空「じゃあ個人情報提出しろォ！全額返金しろォ！ンダァオ！ンダァオ！」 ://./h9hNs8df9q / 
返金,0.36206986496924454,仁藤「女の子に少しでも不利益になるなら全額返金して降ります。都に個人情報提出と女の子の不利益になるのでこれからは補助金は受け取りません」 暇空「じゃあ個人情報提出しろォ！全額返金しろォ！ンダァオ！ンダァオ！」 ://./h9hNs8df9q / 
space,0.4844889525956998,地獄みたいなスペースで草 ://./UVuDgdJHl / 
スペース,0.4844889525956998,地獄みたいなスペースで草 ://./UVuDgdJHl / 
地獄,0.728382392446058,地獄みたいなスペースで草 ://./UVuDgdJHl / 
カタクラ,0.27045224593312306,片倉真二先生、誹謗中傷の件で警察に呼び出される　3 DMで勝部さんの過去発言が大量に届く ://./IfNB4VQ7V / 
カツベ,0.3200565175717116,片倉真二先生、誹謗中傷の件で警察に呼び出される　3 DMで勝部さんの過去発言が大量に届く ://./IfNB4VQ7V / 
シンジ,0.27045224593312306,片倉真二先生、誹謗中傷の件で警察に呼び出される　3 DMで勝部さんの過去発言が大量に届く ://./IfNB4VQ7V / 
中傷,0.22776145179001636,片倉真二先生、誹謗中傷の件で警察に呼び出される　3 DMで勝部さんの過去発言が大量に届く ://./IfNB4VQ7V / 
先生,0.22361414038005192,片倉真二先生、誹謗中傷の件で警察に呼び出される　3 DMで勝部さんの過去発言が大量に届く ://./IfNB4VQ7V / 
